Canary Islands,La Pared,28.21547508239746,-14.22523498535156
Spain,Berria,43.46497344970703,-3.46451282501221
France,La Graviere,43.67705917358398,-1.44736289978027
France,Wissant,50.88397598266602,1.65515899658203
Portugal,Praia Azul,39.11224746704102,-9.39279556274414
England,Newquay Harbor Wall,50.41756439208984,-5.08778572082520
France,La Sauzaie,46.63974380493164,-1.89936876296997
England,Watergate Bay,50.43755340576172,-5.05040645599365
France,Hendaye Plage,43.37348556518555,-1.76965713500977
Spain,San Vicente,43.39163970947266,-4.38354492187500
Spain,Playa De La Zurriola,43.32892227172852,-1.97642326354980
Spain,Agiti,43.32335281372070,-2.01386690139771
Canary Islands,Las Galletas,28.00629997253418,-16.65802001953125
Madeira Islands,Ponta Delgada,32.83460998535156,-16.99087142944336
England,Putsborough,51.14799118041992,-4.22664642333984
Netherlands,Bergen Aan Zee,52.66050720214844,4.62746477127075
Canary Islands,Cofete Beach,28.11127853393555,-14.39260482788086
Portugal,Maceda,40.92946624755859,-8.65971565246582
England,Whitby,54.49252700805664,-0.62141418457031
Norway,Hoddevik,62.12701797485352,5.14572143554688
Portugal,Castelejo Beach,37.09943389892578,-8.94630241394043
England,Cromer,52.93348312377930,1.30248069763184
Canary Islands,Nogales,28.76058578491211,-17.74008750915527
Canary Islands,The Bubble,28.74263954162598,-13.95179939270020
Spain,El Faro,36.50684356689453,-4.64618682861328
England,Gorleston,52.59206008911133,1.73882246017456
Madeira Islands,Cais Vila Baleira,33.06241226196289,-16.32843017578125
Spain,Balcon De Europe Point,36.74521255493164,-3.87349605560303
France,Pentrez,48.16959762573242,-4.29179191589355
Portugal,Afife Praia Do Bico,41.77694320678711,-8.87145996093750
Portugal,Arrifana Beach,37.29139709472656,-8.86991500854492
England,Fistral Beach,50.41776275634766,-5.10417938232422
Ireland,White Rocks,55.21316146850586,-6.58699035644531
Canary Islands,Los Guirres,28.61042594909668,-17.92474174499512
France,Quiberon - Port Blanc,47.52346801757812,-3.15537214279175
Canary Islands,San Juan,29.12847137451172,-13.57180595397949
England,Sennen,50.08270263671875,-5.70653915405273
France,Le Pin Sec,45.26934814453125,-1.17158889770508
England,Sutton On Sea,53.31241607666016,0.28495788574219
Portugal,Nazare,39.59590148925781,-9.08191680908203
England,Joss Bay,51.39181518554688,1.45225524902344
England,Whipsiderry,50.42807006835938,-5.05624294281006
Norway,Ervika,62.16891098022461,5.10503768920898
France,Erquy Beach,48.63063812255859,-2.46952056884766
Italy,Ansedonia,42.40611648559570,11.28091526031494
Portugal,Praia De Alvor,37.12857055664062,-8.59302520751953
Azores,Baixa Da Vila Nova,38.78968429565430,-27.12653160095215
England,Porthtowan,50.28363418579102,-5.25077819824219
England,Bantham,50.27825927734375,-3.88607025146484
France,Les Bourdaines,43.69791412353516,-1.44487380981445
Portugal,Lagido,39.37484741210938,-9.33653354644775
England,Booby S,50.53667068481445,-5.03165245056152
France,Le Penon,43.70957946777344,-1.44332885742188
France,La C Te Des Basques,43.48018646240234,-1.57001495361328
England,Southbourne,50.71754837036133,-1.77703857421875
Netherlands,Scheveningen Noord,52.10439682006836,4.26200866699219
England,Portreath,50.26125335693359,-5.29008865356445
Portugal,Praia De Poca,38.70301818847656,-9.38507080078125
Canary Islands,Orzola,29.20971298217773,-13.43627929687500
Canary Islands,Playa De Esquinzo,28.63591003417969,-14.03142929077148
England,Lynmouth,51.23645019531250,-3.82671833038330
England,Cayton Bay Bunkers,54.24460220336914,-0.35546779632568
Netherlands,Formerum Aan Zee,53.41060638427734,5.29648303985596
Netherlands,Hoek Van Holland,51.98868560791016,4.10373687744141
Spain,Gal A,37.66183090209961,-0.72114944458008
England,Crackington,50.74264907836914,-4.64670181274414
Wales,Hells Mouth Reef,52.80379867553711,-4.54730987548828
Spain,Cadiz,36.51412200927734,-6.29121780395508
Ireland,Gawlane,52.25066375732422,-10.08695125579834
Wales,Aberarth Beach,52.25164794921875,-4.23319101333618
Portugal,Bafureira,38.68966293334961,-9.37150955200195
Portugal,Mohle Leste,39.34836959838867,-9.36944961547852
England,Caister On Sea,52.64983367919922,1.73729896545410
